CG42386	tal-3A	FBgn0259732	Drosophila melanogaster
CG42387	tal-AA	FBgn0259733	Drosophila melanogaster
CG4260	AP-2alpha	FBgn0264855	Drosophila melanogaster
CG4265	Uch	FBgn0010288	Drosophila melanogaster
CG4276	aru	FBgn0029095	Drosophila melanogaster
CG4390	CG4390	FBgn0038771	Drosophila melanogaster
CG44128	Src42A	FBgn0264959	Drosophila melanogaster
CG4422	Gdi	FBgn0004868	Drosophila melanogaster
CG4535	FKBP59	FBgn0029174	Drosophila melanogaster
CG4561	TyrRS	FBgn0027080	Drosophila melanogaster
CG4618	CHMP2B	FBgn0035589	Drosophila melanogaster
CG4634	Nurf-38	FBgn0016687	Drosophila melanogaster
CG4799	Pen	FBgn0267727	Drosophila melanogaster
CG4800	Tctp	FBgn0037874	Drosophila melanogaster
CG4889	wg	FBgn0284084	Drosophila melanogaster
CG4898	Tm1	FBgn0003721	Drosophila melanogaster
CG4921	Rab4	FBgn0016701	Drosophila melanogaster
CG4930	EndoGI	FBgn0028515	Drosophila melanogaster
CG4944	cib	FBgn0026084	Drosophila melanogaster
CG5174	CG5174	FBgn0034345	Drosophila melanogaster
CG5266	Prosalpha2	FBgn0086134	Drosophila melanogaster
CG5289	Rpt2	FBgn0015282	Drosophila melanogaster
CG5353	ThrRS	FBgn0027081	Drosophila melanogaster
CG5374	CCT1	FBgn0003676	Drosophila melanogaster
CG5394	GluProRS	FBgn0005674	Drosophila melanogaster
CG5604	Ufd4	FBgn0032208	Drosophila melanogaster
CG5789	CG5789	FBgn0039207	Drosophila melanogaster
CG5854	CG5854	FBgn0039130	Drosophila melanogaster
CG5920	RpS2	FBgn0004867	Drosophila melanogaster
CG6180	CG6180	FBgn0032453	Drosophila melanogaster
CG6259	Vps60	FBgn0036740	Drosophila melanogaster
CG6521	Stam	FBgn0027363	Drosophila melanogaster
CG6523	CG6523	FBgn0032509	Drosophila melanogaster
CG6598	Fdh	FBgn0011768	Drosophila melanogaster
CG6603	Hsc70Cb	FBgn0026418	Drosophila melanogaster
CG6606	Rip11	FBgn0027335	Drosophila melanogaster
CG6757	SH3PX1	FBgn0040475	Drosophila melanogaster
CG6773	Sec13	FBgn0024509	Drosophila melanogaster
CG6776	GstO3	FBgn0035904	Drosophila melanogaster
CG6783	fabp	FBgn0037913	Drosophila melanogaster
CG6846	RpL26	FBgn0036825	Drosophila melanogaster
CG6871	Cat	FBgn0000261	Drosophila melanogaster
CG7008	Tudor-SN	FBgn0035121	Drosophila melanogaster
CG7020	DIP2	FBgn0024806	Drosophila melanogaster
CG7048	Pfdn5	FBgn0038976	Drosophila melanogaster
CG7054	CG7054	FBgn0038972	Drosophila melanogaster
CG7111	Rack1	FBgn0020618	Drosophila melanogaster
CG7147	kuz	FBgn0259984	Drosophila melanogaster
